Defective,LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
0,21,13,0,0,7,6,1,40.75,21.69,19168.66,0.29,160,0.05,1064.93,883.77,74,86,29,17,21
0,12,7,0,0,4,1,1,21.91,10.05,2210.79,0.07,48,0.1,122.82,220.08,17,31,11,13,12
0,55,31,0,0,17,12,15,29.26,76.36,170603.91,0.74,367,0.01,9478.0,2234.1,144,223,33,35,55
0,21,13,3,5,7,6,6,29.99,22.05,14580.32,0.22,126,0.05,810.02,661.24,49,77,20,18,24
0,75,45,8,1,26,19,23,52.16,53.78,150849.96,0.93,425,0.02,8380.54,2804.96,167,258,59,38,83
0,25,25,0,0,14,1,10,27.2,31.11,26315.66,0.28,147,0.03,1461.98,845.97,67,80,28,26,25
0,30,9,2,7,5,4,1,32.53,13.88,6262.85,0.15,88,0.07,347.94,451.38,37,51,20,15,32
0,7,5,0,0,3,1,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,13,18,8,11,7
0,179,129,7,8,65,41,34,150.67,48.83,359267.3,2.45,981,0.02,19959.29,7357.35,438,543,148,33,186
0,37,11,3,5,6,5,1,33.65,18.75,11829.4,0.21,117,0.05,657.19,630.9,50,67,24,18,40
0,24,8,0,4,6,2,1,19.95,12.41,3072.34,0.08,54,0.08,170.69,247.59,21,33,11,13,24
0,8,3,0,2,2,2,1,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,8
0,21,5,0,3,3,3,1,26.21,11.72,3599.53,0.1,62,0.09,199.97,307.16,25,37,16,15,21
0,12,3,0,0,2,2,1,26.06,4.0,416.99,0.03,25,0.25,23.17,104.25,10,15,10,8,12
0,8,3,0,0,2,1,1,23.66,7.92,1482.76,0.06,42,0.13,82.38,187.3,19,23,12,10,8
0,8,3,0,0,2,2,1,13.69,6.43,565.71,0.03,22,0.16,31.43,88.0,10,12,7,9,8
0,28,25,0,0,13,4,9,33.99,21.89,16290.19,0.25,138,0.05,905.01,744.14,53,85,23,19,28
0,22,9,0,1,6,1,1,27.21,20.39,11307.85,0.18,101,0.05,628.21,554.68,39,62,22,23,22
0,154,74,0,0,55,45,1,59.49,281.13,4701624.47,5.57,2242,0.0,261201.38,16724.05,893,1349,108,68,154
0,6,3,0,0,2,1,1,10.58,7.2,548.26,0.03,20,0.14,30.46,76.15,8,12,5,9,6
0,10,5,0,0,3,2,3,22.75,11.0,2752.77,0.08,51,0.09,152.93,250.25,22,29,15,15,10
0,10,7,0,0,4,3,3,18.06,11.85,2534.72,0.07,45,0.08,140.82,213.97,22,23,13,14,10
0,11,7,0,0,4,2,3,24.61,12.71,3973.8,0.1,62,0.08,220.77,312.75,27,35,17,16,11
0,16,13,0,0,8,2,3,18.37,20.67,7844.38,0.13,74,0.05,435.8,379.57,31,43,15,20,16
0,42,15,0,8,8,3,5,60.44,19.68,23416.59,0.4,191,0.05,1300.92,1189.7,89,102,52,23,42
0,34,33,2,0,17,7,14,30.56,37.08,42020.85,0.38,196,0.03,2334.49,1133.15,89,107,30,25,36
0,46,37,4,0,19,12,11,48.52,36.22,63649.28,0.59,294,0.03,3536.07,1757.32,135,159,41,22,50
0,43,25,5,10,13,13,11,93.54,12.79,15311.87,0.4,198,0.08,850.66,1196.79,87,111,51,15,48
0,9,5,0,0,3,1,1,10.4,11.0,1258.94,0.04,28,0.09,69.94,114.45,12,16,6,11,9
0,19,13,0,0,7,4,7,36.63,17.5,11218.74,0.21,124,0.06,623.26,641.07,55,69,22,14,19
0,18,11,0,0,6,4,4,34.93,12.73,5658.72,0.15,86,0.08,314.37,444.61,40,46,22,14,18
0,29,13,1,3,9,4,3,30.24,13.18,5250.92,0.13,79,0.08,291.72,398.51,28,51,17,16,30
0,19,15,0,0,8,1,6,7.74,101.06,79044.51,0.26,161,0.01,4391.36,782.13,77,84,8,21,19
0,22,11,5,0,6,2,4,16.21,46.93,35696.56,0.25,146,0.02,1983.14,760.58,64,82,15,22,27
0,15,3,0,0,2,2,1,16.95,16.5,4614.93,0.09,57,0.06,256.39,279.69,22,35,12,18,15
1,22,13,9,9,7,4,1,49.25,15.23,11417.37,0.25,135,0.07,634.3,749.87,59,76,31,16,31
0,6,3,1,16,2,2,1,18.2,6.87,860.05,0.04,30,0.15,47.78,125.1,11,19,8,10,7
0,22,3,2,5,2,2,1,53.06,13.85,10172.91,0.24,140,0.07,565.16,734.71,60,80,26,12,24
1,24,7,5,5,4,4,1,50.97,10.6,5730.99,0.18,99,0.09,318.39,540.48,41,58,29,15,29
0,13,7,1,3,4,3,4,28.06,10.56,3130.06,0.1,61,0.09,173.89,296.34,26,35,16,13,14
1,18,7,2,3,4,3,1,25.26,12.89,4196.59,0.11,64,0.08,233.14,325.6,29,35,18,16,20
1,28,13,3,6,7,4,1,41.68,16.84,11818.06,0.23,125,0.06,656.56,701.84,58,67,31,18,31
0,5,5,0,0,3,1,1,14.2,12.38,2175.04,0.06,43,0.08,120.84,175.76,22,21,8,9,5
0,5,5,0,0,3,1,1,13.29,10.29,1406.48,0.05,35,0.1,78.14,136.74,18,17,7,8,5
0,10,7,0,0,4,1,1,11.6,38.5,17191.86,0.15,95,0.03,955.1,446.54,66,29,12,14,10
0,7,5,0,0,3,1,1,13.09,18.45,4456.41,0.08,52,0.05,247.58,241.48,29,23,11,14,7
0,5,5,0,0,3,1,1,14.2,12.38,2175.04,0.06,43,0.08,120.84,175.76,22,21,8,9,5
0,7,5,0,0,3,1,1,13.18,14.0,2582.68,0.06,42,0.07,143.48,184.48,21,21,9,12,7
0,14,9,3,1,5,2,1,12.24,29.56,10695.71,0.12,80,0.03,594.21,361.88,38,42,9,14,17
0,14,9,3,1,5,2,1,12.24,29.56,10695.71,0.12,80,0.03,594.21,361.88,38,42,9,14,17
0,79,22,7,6,15,8,7,48.32,49.43,118064.59,0.8,391,0.02,6559.14,2388.43,174,217,44,25,86
0,79,22,7,6,15,8,7,48.32,49.43,118064.59,0.8,391,0.02,6559.14,2388.43,174,217,44,25,86
0,21,3,0,10,2,1,1,46.11,14.5,9695.39,0.22,124,0.07,538.63,668.65,58,66,28,14,21
0,21,3,0,10,2,1,1,46.11,14.5,9695.39,0.22,124,0.07,538.63,668.65,58,66,28,14,21
1,41,5,0,4,3,3,1,46.77,30.69,44054.95,0.48,243,0.03,2447.5,1435.37,114,129,39,21,41
1,41,5,0,4,3,3,1,46.77,30.69,44054.95,0.48,243,0.03,2447.5,1435.37,114,129,39,21,41
1,16,7,4,14,4,2,3,40.48,11.25,5123.16,0.15,85,0.09,284.62,455.39,39,46,26,15,20
1,16,7,4,14,4,2,3,40.48,11.25,5123.16,0.15,85,0.09,284.62,455.39,39,46,26,15,20
0,65,25,9,14,14,7,5,62.32,19.01,22519.97,0.39,192,0.05,1251.11,1184.63,81,111,49,23,74
0,65,25,9,14,14,7,5,62.32,19.01,22519.97,0.39,192,0.05,1251.11,1184.63,81,111,49,23,74
1,11,5,0,0,3,2,1,21.05,7.09,1058.51,0.05,33,0.14,58.81,149.28,13,20,11,12,11
1,11,5,0,0,3,2,1,21.05,7.09,1058.51,0.05,33,0.14,58.81,149.28,13,20,11,12,11
0,11,5,0,0,3,2,1,21.05,7.09,1058.51,0.05,33,0.14,58.81,149.28,13,20,11,12,11
0,11,5,0,0,3,2,1,21.05,7.09,1058.51,0.05,33,0.14,58.81,149.28,13,20,11,12,11
0,5,3,0,0,2,1,1,10.75,5.0,268.87,0.02,15,0.2,14.94,53.77,5,10,4,8,5
0,7,3,0,0,2,1,1,8.26,12.1,1210.0,0.03,25,0.08,67.22,100.0,11,14,5,11,7
0,36,13,0,3,7,7,1,33.06,25.74,21902.71,0.28,161,0.04,1216.82,850.95,74,87,23,16,36
0,45,26,1,1,14,11,7,30.87,42.62,56084.29,0.44,221,0.02,3115.79,1315.88,97,124,33,29,46
1,14,5,4,0,3,3,1,52.67,6.38,2143.97,0.11,65,0.16,119.11,336.05,29,36,25,11,18
0,10,5,4,0,3,1,1,32.11,9.58,2947.52,0.1,61,0.1,163.75,307.71,26,35,19,14,14
0,18,7,4,6,4,4,1,45.88,9.11,3805.17,0.14,77,0.11,211.4,417.82,34,43,28,15,22
0,9,3,2,0,2,2,1,34.56,4.0,552.97,0.05,31,0.25,30.72,138.24,14,17,14,8,11
1,47,25,12,6,13,7,10,117.25,17.36,35353.17,0.68,316,0.06,1964.06,2035.97,143,173,70,17,59
0,14,7,4,0,4,3,3,31.36,10.11,3205.92,0.11,64,0.1,178.11,317.07,28,36,18,13,18
1,30,21,8,4,11,5,10,78.46,12.52,12301.89,0.33,165,0.08,683.44,982.44,72,93,46,16,38
0,6,3,1,0,2,1,1,21.76,5.25,599.66,0.04,30,0.19,33.31,114.22,14,16,8,6,7
1,38,21,11,5,11,9,7,76.18,14.65,16348.21,0.37,186,0.07,908.23,1116.0,81,105,47,17,49
1,23,11,6,7,6,5,4,43.34,14.66,9309.11,0.21,115,0.07,517.16,635.21,50,65,29,17,29
1,24,7,6,0,4,4,1,56.95,11.11,7030.54,0.21,111,0.09,390.59,632.75,50,61,36,16,30
0,12,7,2,0,4,2,4,33.12,8.0,2119.78,0.09,54,0.13,117.77,264.97,24,30,18,12,14
0,9,3,2,0,2,2,1,28.66,6.23,1113.38,0.06,38,0.16,61.85,178.62,17,21,15,11,11
0,31,13,8,1,7,5,4,73.73,12.57,11641.4,0.31,155,0.08,646.74,926.48,68,87,46,17,39
1,33,13,10,0,7,6,4,71.6,13.86,13750.99,0.33,166,0.07,763.94,992.23,75,91,46,17,43
1,20,9,4,11,5,4,3,52.95,8.87,4163.0,0.16,86,0.11,231.28,469.51,38,48,30,14,24
0,35,9,6,10,5,4,3,82.63,16.32,22024.66,0.45,224,0.06,1223.59,1349.01,100,124,49,16,41
0,13,3,2,4,2,2,1,40.12,6.05,1468.67,0.08,49,0.17,81.59,242.76,22,27,20,11,15
0,24,13,6,7,7,3,3,46.55,19.92,18476.3,0.31,157,0.05,1026.46,927.38,74,83,39,21,30
1,9,11,0,0,6,4,3,33.68,10.74,3883.05,0.12,73,0.09,215.72,361.66,34,39,19,12,9
0,5,5,0,0,3,3,1,24.09,5.6,755.36,0.04,33,0.18,41.96,134.89,16,17,10,7,5
0,18,7,3,6,4,3,1,56.43,12.83,9294.08,0.24,138,0.08,516.34,724.21,63,75,27,11,21
1,14,11,2,12,6,2,6,42.25,11.54,5625.43,0.16,91,0.09,312.52,487.54,40,51,26,15,16
1,27,17,3,35,9,6,3,67.59,11.15,8408.78,0.25,131,0.09,467.15,753.89,58,73,39,15,30
0,18,5,1,11,3,3,1,46.1,8.61,3416.12,0.13,78,0.12,189.78,396.82,36,42,23,11,19
0,29,12,6,13,7,6,1,48.73,13.64,9060.53,0.22,116,0.07,503.36,664.44,45,71,33,20,35
1,13,3,2,18,2,2,1,61.47,4.05,1009.6,0.08,53,0.25,56.09,249.12,22,31,19,7,15
0,12,11,3,8,6,1,4,21.92,17.73,6891.86,0.13,80,0.06,382.88,388.64,38,42,15,14,15
0,14,5,2,0,3,2,1,31.7,10.47,3476.06,0.11,67,0.1,193.11,331.93,29,38,18,13,16
0,14,5,2,0,3,2,1,40.79,8.29,2800.36,0.11,67,0.12,155.58,337.97,29,38,21,12,16
0,7,9,2,0,5,2,4,13.09,18.67,4559.75,0.08,54,0.05,253.32,244.27,24,30,9,14,9
0,11,9,0,0,5,3,1,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,22,29,10,13,11
0,43,22,2,1,13,10,8,41.66,36.87,56634.51,0.51,256,0.03,3146.36,1536.0,89,167,35,29,45
0,22,13,5,0,7,7,6,36.01,13.42,6486.52,0.16,95,0.07,360.36,483.31,34,61,19,15,27
1,37,15,0,14,8,5,1,48.97,21.05,21705.36,0.34,176,0.05,1205.85,1031.0,80,96,38,20,37
0,68,22,3,2,17,12,4,55.44,24.38,32939.44,0.45,215,0.04,1829.97,1351.36,78,137,48,30,71
0,12,3,1,3,2,2,1,29.33,4.5,594.0,0.04,33,0.22,33.0,132.0,15,18,10,6,13
0,21,9,0,1,5,1,4,18.5,21.54,8579.94,0.13,82,0.05,476.66,398.35,35,47,13,16,21
0,23,9,0,5,5,1,5,28.71,23.33,15633.33,0.22,134,0.04,868.52,670.0,60,74,18,14,23
0,30,17,0,3,9,5,7,44.42,9.42,3946.1,0.14,83,0.11,219.23,418.68,29,54,20,13,30
0,18,3,0,1,2,2,1,64.0,8.03,4132.74,0.17,98,0.12,229.6,514.29,45,53,28,10,18
1,34,11,0,14,6,4,1,51.05,19.74,19886.3,0.34,172,0.05,1104.79,1007.57,75,97,38,20,34
1,20,11,0,4,6,4,1,51.1,12.22,7632.82,0.21,119,0.08,424.05,624.5,60,59,27,11,20
1,21,3,0,5,2,2,1,39.6,9.45,3540.14,0.12,73,0.11,196.67,374.44,32,41,22,13,21
0,11,5,0,0,3,2,1,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,14,16,11,9,11
1,81,29,0,10,15,9,14,104.45,30.05,94338.77,1.05,462,0.03,5241.04,3139.02,187,275,84,27,81
1,23,7,0,4,4,4,1,24.52,16.53,6697.28,0.14,79,0.06,372.07,405.21,35,44,18,17,23
0,28,9,0,10,5,2,1,41.8,17.61,12957.24,0.25,134,0.06,719.85,735.91,58,76,28,17,28
0,13,5,0,0,3,3,1,27.68,4.38,529.87,0.04,31,0.23,29.44,121.11,10,21,8,7,13
0,28,15,5,1,9,4,4,32.72,37.94,47122.94,0.41,207,0.03,2617.94,1242.0,86,121,34,30,33
0,39,27,3,2,15,6,10,42.04,61.97,161468.35,0.87,428,0.02,8970.46,2605.43,157,271,38,30,42
0,75,32,3,12,19,8,5,43.01,71.26,218421.83,1.02,471,0.01,12134.55,3065.17,208,263,54,37,78
0,10,7,0,0,4,3,1,11.9,21.72,5615.72,0.09,55,0.05,311.98,258.51,23,32,9,17,10
0,4,3,0,0,2,1,1,11.82,8.8,915.2,0.03,26,0.11,50.84,104.0,8,18,5,11,4
0,20,3,0,0,2,1,1,47.51,25.6,31133.81,0.41,227,0.04,1729.66,1216.16,80,147,25,16,20
0,5,5,0,0,3,3,1,15.88,10.11,1623.23,0.05,36,0.1,90.18,160.54,14,22,9,13,5
0,24,20,0,1,11,2,11,20.28,39.0,30842.25,0.26,144,0.03,1713.46,790.83,57,87,19,26,24
0,24,17,3,0,9,2,5,32.25,23.09,17192.85,0.25,139,0.04,955.16,744.7,59,80,23,18,27
0,38,19,4,16,11,2,1,33.74,23.2,18157.82,0.26,136,0.04,1008.77,782.66,58,78,30,24,42
0,38,19,4,13,11,2,1,33.74,23.2,18157.82,0.26,136,0.04,1008.77,782.66,58,78,30,24,42
1,50,9,1,42,5,3,1,106.51,20.0,42604.83,0.71,325,0.05,2366.93,2130.24,148,177,74,20,51
0,31,5,0,27,3,1,1,87.22,17.4,26406.88,0.51,252,0.06,1467.05,1517.64,116,136,50,15,31
0,31,5,0,27,3,1,1,87.22,17.4,26406.88,0.51,252,0.06,1467.05,1517.64,116,136,50,15,31
0,13,5,0,13,3,1,1,20.6,11.31,2634.57,0.08,49,0.09,146.37,232.99,21,28,13,14,13
0,15,5,0,19,3,1,1,28.04,10.32,2988.73,0.1,59,0.1,166.04,289.51,27,32,17,13,15
0,19,7,1,3,4,1,3,19.14,14.0,3750.95,0.09,57,0.07,208.39,267.93,24,33,12,14,20
0,20,7,3,5,4,3,1,20.71,28.0,16240.0,0.19,116,0.04,902.22,580.0,56,60,16,16,23
0,22,7,0,14,4,3,1,28.85,9.71,2717.65,0.09,56,0.1,150.98,280.0,22,34,17,15,22
0,10,5,0,0,3,1,1,13.12,10.83,1539.78,0.05,31,0.09,85.54,142.13,13,18,9,15,10
0,11,3,0,14,2,2,1,24.39,5.4,711.1,0.04,31,0.19,39.51,131.69,12,19,10,9,11
0,10,3,0,14,2,2,1,20.51,4.57,428.64,0.03,24,0.22,23.81,93.77,8,16,7,8,10
0,82,23,2,10,14,6,1,38.44,40.11,61835.72,0.51,256,0.02,3435.32,1541.73,106,150,37,28,84
0,58,11,0,50,6,4,1,182.36,5.4,5311.46,0.33,159,0.19,295.08,984.18,68,91,63,10,58
0,12,3,0,17,2,2,1,24.49,6.0,881.67,0.05,34,0.17,48.98,146.95,12,22,10,10,12
0,56,17,4,9,10,10,1,86.98,11.25,11008.93,0.33,165,0.09,611.61,978.57,69,96,46,15,60
0,12,3,0,0,2,1,1,20.64,5.56,637.19,0.04,27,0.18,35.4,114.69,10,17,9,10,12
0,12,5,0,4,3,1,3,18.86,7.33,1014.21,0.05,32,0.14,56.35,138.3,12,20,9,11,12
0,38,13,1,47,7,3,3,39.49,24.85,24386.04,0.33,173,0.04,1354.78,981.33,71,102,30,21,39
0,17,9,2,9,5,4,1,41.54,6.32,1656.83,0.09,54,0.16,92.05,262.33,24,30,19,10,19
1,14,7,0,7,4,1,4,15.93,7.2,825.94,0.04,31,0.14,45.89,114.71,9,22,5,8,14
1,24,17,0,0,9,1,1,35.36,17.72,11106.15,0.21,129,0.06,617.01,626.68,58,71,18,11,24
1,24,17,0,0,9,1,1,35.36,17.72,11106.15,0.21,129,0.06,617.01,626.68,58,71,18,11,24
0,14,5,0,0,3,1,1,20.84,11.0,2521.73,0.08,50,0.09,140.1,229.25,22,28,12,12,14
0,14,5,0,0,3,1,1,19.1,11.92,2711.63,0.08,49,0.08,150.65,227.55,22,27,12,13,14
1,11,7,0,0,4,1,1,25.88,10.71,2971.35,0.09,59,0.09,165.07,277.33,25,34,14,12,11
0,10,5,0,0,3,1,1,18.38,11.23,2316.45,0.07,45,0.09,128.69,206.32,19,26,11,13,10
1,10,5,0,0,3,1,1,18.38,11.23,2316.45,0.07,45,0.09,128.69,206.32,19,26,11,13,10
1,10,7,0,0,4,1,1,22.22,11.0,2688.65,0.08,52,0.09,149.37,244.42,22,30,13,13,10
0,12,5,0,0,3,1,3,21.13,11.5,2794.53,0.08,53,0.09,155.25,243.0,23,30,12,12,12
0,12,5,0,0,3,1,3,21.13,11.5,2794.53,0.08,53,0.09,155.25,243.0,23,30,12,12,12
0,9,7,0,0,4,1,1,17.28,12.09,2526.68,0.07,45,0.08,140.37,208.97,19,26,11,14,9
0,10,7,0,0,4,1,1,23.78,10.15,2451.96,0.08,52,0.1,136.22,241.48,22,30,13,12,10
1,10,7,0,0,4,1,1,22.22,11.0,2688.65,0.08,52,0.09,149.37,244.42,22,30,13,13,10
1,25,13,0,0,7,6,1,38.61,14.97,8655.44,0.19,119,0.07,480.86,578.1,49,70,18,11,25
0,49,36,1,0,21,6,9,35.67,65.77,154273.13,0.78,384,0.02,8570.73,2345.67,171,213,39,30,50
0,8,3,0,0,2,1,1,16.53,7.5,930.0,0.04,31,0.13,51.67,124.0,15,16,8,8,8
0,8,3,0,0,2,1,1,13.56,5.33,385.81,0.02,19,0.19,21.43,72.34,8,11,6,8,8
0,10,5,1,3,3,1,1,12.86,14.78,2807.62,0.06,42,0.07,155.98,189.99,19,23,9,14,11
0,9,3,1,1,2,2,1,20.81,7.5,1170.6,0.05,35,0.13,65.03,156.08,15,20,11,11,10
0,116,48,1,48,27,1,13,111.77,28.44,90416.52,1.06,485,0.04,5023.14,3178.98,157,328,69,25,117
0,41,16,5,0,12,1,6,29.35,33.5,32937.0,0.33,178,0.03,1829.83,983.19,67,111,23,23,46
0,7,7,0,0,4,1,4,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,14,18,8,11,7
0,103,95,3,0,48,2,1,47.04,115.43,626797.86,1.81,1007,0.01,34822.1,5430.06,515,492,29,13,106
0,10,9,1,0,5,1,3,16.86,17.14,4949.88,0.1,63,0.06,274.99,288.85,29,34,11,13,11
0,7,5,0,0,3,1,1,18.88,9.0,1529.25,0.06,40,0.11,84.96,169.92,20,20,10,9,7
0,18,11,1,0,6,4,6,21.36,16.0,5469.43,0.11,69,0.06,303.86,341.84,30,39,15,16,19
0,349,81,0,28,41,17,1,287.86,42.27,514310.25,4.05,1565,0.02,28572.79,12167.54,757,808,197,22,349
0,627,235,0,32,118,43,27,362.37,83.27,2512696.67,10.06,3680,0.01,139594.26,30174.79,1792,1888,269,25,627
0,16,7,0,3,4,3,1,21.01,13.5,3829.06,0.09,59,0.07,212.73,283.63,27,32,14,14,16
0,24,15,0,0,8,2,7,10.04,45.0,20327.14,0.15,95,0.02,1129.29,451.71,45,50,9,18,24
0,38,14,9,22,9,2,1,16.23,147.53,353307.23,0.8,447,0.01,19628.18,2394.83,209,238,17,24,47
0,25,3,0,1,2,1,1,14.23,94.77,127850.89,0.45,287,0.01,7102.83,1349.03,139,148,11,15,25
0,17,5,0,0,3,1,1,22.02,27.0,16052.62,0.2,115,0.04,891.81,594.54,54,61,18,18,17
0,17,11,0,0,6,3,6,15.38,23.38,8403.09,0.12,74,0.04,466.84,359.49,33,41,12,17,17
0,16,9,0,0,5,1,1,25.24,14.54,5332.64,0.12,79,0.07,296.26,366.86,37,42,14,11,16
0,29,13,0,0,7,2,3,28.86,20.94,12659.07,0.2,122,0.05,703.28,604.41,58,64,18,13,29
0,199,115,0,0,58,2,1,129.4,55.52,398853.5,2.39,1079,0.02,22158.53,7184.21,512,567,83,18,199
0,16,7,0,0,4,1,1,13.27,21.0,5851.26,0.09,60,0.05,325.07,278.63,28,32,10,15,16
0,6,3,0,0,2,2,1,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,4,7,4,4,6
0,52,49,0,0,25,1,25,31.64,38.62,47183.65,0.41,249,0.03,2621.31,1221.82,101,148,17,13,52
0,4,3,0,0,2,1,1,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,7,7,4,7,4
0,21,7,0,0,4,1,1,16.21,11.0,1962.54,0.06,42,0.09,109.03,178.41,16,26,8,11,21
0,4,3,0,0,2,2,1,6.17,7.0,302.3,0.01,13,0.14,16.79,43.19,6,7,3,7,4
0,31,17,0,0,9,2,3,27.36,29.33,23526.15,0.27,154,0.03,1307.01,802.26,69,85,20,17,31
0,12,3,0,1,2,1,1,14.09,13.5,2567.23,0.06,44,0.07,142.62,190.16,18,26,8,12,12
0,10,5,0,0,3,2,1,11.82,19.0,4268.6,0.07,49,0.05,237.14,224.66,19,30,8,16,10
0,21,9,3,0,6,1,1,13.76,36.0,17838.51,0.17,102,0.03,991.03,495.51,44,58,11,18,24
0,10,5,0,0,3,2,1,12.06,16.88,3435.08,0.07,45,0.06,190.84,203.56,18,27,8,15,10
0,14,7,0,0,4,1,3,11.58,21.25,5230.14,0.08,53,0.05,290.56,246.12,20,33,8,17,14
0,13,7,0,0,4,3,1,16.66,27.3,12420.23,0.15,88,0.04,690.01,454.95,39,49,15,21,13
0,12,5,0,0,3,2,1,14.42,12.38,2207.86,0.06,42,0.08,122.66,178.41,18,24,8,11,12
0,62,84,1,0,47,1,5,51.11,52.22,139356.3,0.89,450,0.02,7742.02,2668.83,161,289,37,24,63
0,23,13,0,0,7,7,4,28.34,22.91,14874.31,0.22,122,0.04,826.35,649.28,56,66,22,18,23
0,30,25,0,0,13,13,1,63.69,18.78,22456.97,0.4,213,0.05,1247.61,1195.93,104,109,36,13,30
0,49,29,3,0,15,12,9,53.89,38.73,80812.65,0.7,334,0.03,4489.59,2086.81,158,176,51,25,52
0,37,29,0,0,15,15,14,93.04,18.79,32840.16,0.58,272,0.05,1824.45,1747.94,124,148,66,20,37
0,28,14,0,0,9,2,1,22.95,22.69,11822.56,0.17,100,0.04,656.81,520.95,43,57,18,19,28
0,8,3,0,0,2,2,1,15.92,6.29,629.06,0.03,24,0.16,34.95,100.08,8,16,7,11,8
0,19,17,0,0,9,4,9,26.08,25.85,17423.93,0.22,125,0.04,968.0,674.04,47,78,20,22,19
0,4,3,1,0,2,2,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5
0,4,3,1,0,2,2,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5
0,136,110,6,6,57,43,42,111.38,61.95,427450.82,2.3,952,0.02,23747.27,6900.03,430,522,118,34,142
0,8,5,0,0,3,2,3,11.85,10.21,1236.07,0.04,28,0.1,68.67,121.01,11,17,7,13,8
0,11,9,0,0,5,1,4,7.24,21.0,3192.0,0.05,38,0.05,177.33,152.0,14,24,4,12,11
0,13,5,1,0,3,2,3,23.84,7.5,1341.1,0.06,39,0.13,74.51,178.81,15,24,12,12,14
0,14,3,1,1,2,2,1,29.69,7.44,1642.27,0.07,45,0.13,91.24,220.81,17,28,16,14,15
1,21,7,2,0,4,2,4,28.27,9.69,2655.57,0.09,59,0.1,147.53,273.99,21,38,13,12,23
0,31,5,1,0,3,2,1,47.6,13.5,8674.38,0.21,117,0.07,481.91,642.55,54,63,30,15,32
0,74,19,1,15,10,8,1,79.49,32.46,83754.62,0.86,407,0.03,4653.03,2580.32,198,209,61,20,75
0,93,33,8,49,17,14,17,99.14,25.67,65333.37,0.85,395,0.04,3629.63,2544.96,172,223,67,20,101
1,38,21,1,12,11,2,3,35.52,30.55,33139.3,0.36,186,0.03,1841.07,1084.92,84,102,33,24,39
0,27,5,1,11,3,2,1,43.37,15.45,10350.44,0.22,122,0.06,575.02,670.01,56,66,29,16,28
0,19,7,4,1,4,2,1,33.31,17.0,9625.29,0.19,105,0.06,534.74,566.19,50,55,25,17,23
1,24,7,2,7,4,4,1,37.25,27.5,28170.17,0.34,178,0.04,1565.01,1024.36,80,98,32,22,26
0,25,7,3,8,4,2,1,32.27,25.33,20709.67,0.27,148,0.04,1150.54,817.49,72,76,27,19,28
0,13,3,0,2,2,2,1,24.46,8.75,1872.96,0.07,48,0.11,104.05,214.05,21,27,12,10,13
0,21,5,0,0,3,3,1,33.54,13.0,5667.6,0.15,88,0.08,314.87,435.97,36,52,18,13,21
0,8,3,0,0,2,1,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,7,11,6,9,8
0,10,7,0,0,4,1,3,10.84,13.71,2039.01,0.05,35,0.07,113.28,148.68,16,19,7,12,10
0,28,13,3,1,7,4,4,51.63,11.64,6990.82,0.2,107,0.09,388.38,600.77,48,59,33,16,31
0,80,24,1,8,19,18,1,44.9,40.53,73764.28,0.61,294,0.02,4098.02,1819.81,123,171,44,29,81
0,12,3,0,0,2,2,1,19.16,6.19,733.44,0.04,29,0.16,40.75,118.54,11,18,8,9,12
0,14,5,1,1,3,3,1,19.08,9.9,1869.81,0.06,43,0.1,103.88,188.87,18,25,10,11,15
0,22,5,0,5,3,1,1,53.55,11.45,7025.78,0.2,125,0.09,390.32,613.36,63,62,22,8,22
0,33,11,0,4,6,4,5,69.47,9.03,5659.94,0.21,110,0.11,314.44,627.05,49,61,38,14,33
0,26,13,2,9,7,2,3,20.57,34.44,24402.86,0.24,135,0.03,1355.71,708.47,62,73,18,20,28
0,8,7,0,0,4,1,3,10.8,10.0,1080.0,0.04,27,0.1,60.0,108.0,12,15,6,10,8
0,33,13,2,25,7,6,3,42.89,21.47,19769.73,0.31,160,0.05,1098.32,920.78,73,87,34,20,35
0,13,5,0,0,3,1,1,18.54,16.14,4839.01,0.1,63,0.06,268.83,299.56,30,33,13,14,13
0,16,13,2,5,7,3,1,42.41,15.45,10128.75,0.22,124,0.06,562.71,655.39,40,84,22,17,18
